site_name,site_address,site_city,site_state,site_zip_code,latitude,longitude,animal_type,total_no_of_animals,total_no_of_animal_units,name
sage creek colony,470 laird road,chester,mt,NA,48.9325,-110.973333,chicken,NA,NA,sage creek colony
sam and victoria cooper,3867 carver road,diamond,mo,64840,37.012357655,-94.342780198,chicken,176000,1408,sam and victoria cooper
sam's poultry,4985 bluff road,boaz,al,35956,34.135218,-86.227677,chicken,NA,NA,sams poultry
samuel f cooper jr,17254 cool spring rd,marydel,md,21649,39.0804996,-75.7729209,chicken,111000,NA,samuel f cooper jr
samuel pinyan,1585 county road 688,holly pond,al,35083,34.1303,-86.60886,chicken,NA,NA,samuel pinyan
samuel t. parker/the burrow (new construction),401 south forest plains ln,salisbury,md,21804,38.3528059807343,-75.6066973826723,chicken,204800,NA,samuel t parkerthe burrow new construction
samuel w. hall/east ridge farm,12160 east ridge rd,princess anne,md,21853,38.214299,-75.7159944,chicken,72000,NA,samuel w halleast ridge farm
sanders farm,callahan road,hartford,al,36344,31.169167,-85.658889,chicken,NA,NA,sanders farm
sanders poultry farm,767 wichser road,gruetli-laager,tn,NA,35.38622,-85.66648,chicken,NA,NA,sanders poultry farm
sandy ridge farm inc.,32330 west post office rd,princess anne,md,21853,38.220738,-75.6331987,chicken,74000,NA,sandy ridge farm inc
sarah t. chisholm/pullet downs inc.,1607 unionville rd,pocomoke city,md,21851,38.067342,-75.5941945,chicken,50000,NA,sarah t chisholmpullet downs inc
sarfraz ahmad/fakhra-sarfraz family farm,35618 rayne rd,willards,md,21874,38.4115173,-75.3777069,chicken,222900,NA,sarfraz ahmadfakhrasarfraz family farm
sasnakra farms,389 autumn lane,pineville,mo,64856,36.55983301,-94.24228455,chicken,346800,2774,sasnakra farms
sasnakra farms,route 1,pineville,mo,NA,36.559833,-94.242278,chicken,NA,NA,sasnakra farms
satterfield farms,520 county road 28,geraldine,al,35962,34.34437,-86.02151,chicken,NA,NA,satterfield farms
saunders poultry,5571 county road 57 s,abbeville,al,36310,31.488056,-85.213333,chicken,NA,NA,saunders poultry
sawyer farms,1943 county road 225,hillsboro,al,35643,34.53228,-87.24106,chicken,NA,NA,sawyer farms
scattered acres farm cafo,190 tyson school rd,catawissa,pa,NA,40.889254,-76.423964,chicken,NA,NA,scattered acres farm cafo
schipper eggs llc-cafo,4852 142nd avenue,holland,mi,49423,42.72814,-86.02286,chicken,18293,NA,schipper eggs llccafo
"schmick farm, inc.",3341 choptank rd,preston,md,21655,38.6992227,-75.9234733,chicken,57600,NA,schmick farm inc
schott poultry,box 616 county hwy. 425,oran,mo,63771,37.018304097,-89.568509106,chicken,192000,1536,schott poultry
scoobie dew farm,490 county road 645,hanceville,al,35077,34.121814,-86.699642,chicken,NA,NA,scoobie dew farm
scot beauchamp/home and dad's farms,8475 follow ditch rd,westover,md,21871,38.112514,-75.612779,chicken,129600,NA,scot beauchamphome and dads farms
scott conaway/country comforts,32001 morris leonard rd,parsonsburg,md,21849,38.3969066,-75.5017506,chicken,90100,NA,scott conawaycountry comforts
scott conaway/country pleasure,31262 morris leonard rd,parsonsburg,md,21849,38.3933064,-75.5295675,chicken,70400,NA,scott conawaycountry pleasure
scott dunn farms,5500 cr 7708,troy,al,36081,31.901944,-85.934444,chicken,NA,NA,scott dunn farms
scott e. frase/hailey bailey farm,22535 tanyard road,preston,md,21655,38.7483345,-75.9266569,chicken,56000,NA,scott e frasehailey bailey farm
scott farms,35 windham lane,ariton,al,36311,31.63345,-85.57982,chicken,NA,NA,scott farms
"scott farms, llc",912 gregg road,hackleburg,al,35564,34.294134,-87.840302,chicken,NA,NA,scott farms llc
scott shelley farms inc,stovall road,headland,al,36319,31.390278,-85.119167,chicken,NA,NA,scott shelley farms inc
scott smith,45 stringfellow rd,mckenzie,al,NA,31.54968,-86.70339,chicken,NA,NA,scott smith
scott smith,585 county road 459,woodland,al,36280,33.39303,-85.34955,chicken,NA,NA,scott smith
scottie hawthorne farm,2497 county road 437,opp,al,36453,31.250365,-86.27032,chicken,NA,NA,scottie hawthorne farm
sdh farm,845 ebell road,gunterville,al,35976,34.233,-86.46222,chicken,NA,NA,sdh farm
sean collins farm,481 county road 114,jack,al,36346,31.49456,-85.90868,chicken,NA,NA,sean collins farm
searcy farms,3078 county rd. 15,ozark,al,36374,31.548722,-85.586103,chicken,NA,NA,searcy farms
seawright farm,9800 county road 33,ashville,al,35953,33.867906,-86.150829,chicken,NA,NA,seawright farm
segars & segars farm,221 nat key road,falkville,al,35622,34.393333,-86.878056,chicken,NA,NA,segars  segars farm
seminole creek farm,9989 highway 75,russellville,al,35654,34.481667,-87.633611,chicken,NA,NA,seminole creek farm
seminole farm,alford road samson al 36477,samson,al,NA,31.021111,-86.090278,chicken,NA,NA,seminole farm
seminole farm,97154 hwy 9,lineville,al,36266,33.41183,-85.6914,chicken,NA,NA,seminole farm
sengla,30436 greenbriar dr.,pierce city,mo,65723,36.944523749,-94.09764823,chicken,150000,1200,sengla
senn farm,county road 213,ariton,al,36311,31.54908,-85.73488,chicken,NA,NA,senn farm
seville colony,po box 1409/10 miles west on highway 2,cut bank,mt,NA,48.705,-112.589,chicken,NA,NA,seville colony
shabbir choudery/choudery/pak-am farms,3347 betheden church rd,pocomoke city,md,21851,38.1124149,-75.4631624,chicken,296400,NA,shabbir chouderychouderypakam farms
shady acres,6156 willow road ider,ider,al,35981,34.72433,-85.67485,chicken,NA,NA,shady acres
shakeel ahsan/mina farms llc/fadak one,5037 beaver neck village rd,cambridge,md,21613,38.5287612568352,-75.9669233874744,chicken,71000,NA,shakeel ahsanmina farms llcfadak one
shan nickel farm,102 smith drive,horton,al,35980,34.232992,-86.356938,chicken,NA,NA,shan nickel farm
shane adams farm,978 cr 112,ranburne,al,NA,33.539446,-85.353528,chicken,NA,NA,shane adams farm
shane bowman farms,1061 county road 23,ariton,al,36374,31.624314,-85.56464,chicken,NA,NA,shane bowman farms
shane cohee (new construction),7240 hynson rd,hurlock,md,21643,38.6972726398557,-75.8606347042034,chicken,113700,NA,shane cohee new construction
shane wootten farms,1204 county road 665 henagar,henagar,al,NA,34.608333,-85.713056,chicken,NA,NA,shane wootten farms
shannon parker,3843 county road 343,mount hope,al,35651,34.536057,-87.468146,chicken,NA,NA,shannon parker
sharon macneal/cullen farm,27084 gillette dr,crisfield,md,21817,38.0278044740893,-75.8177786883547,chicken,70000,NA,sharon macnealcullen farm
sharon welsh/sharon welsh farm,26786 temple rd,marydel,md,21649,39.1153962,-75.769664,chicken,66000,NA,sharon welshsharon welsh farm
shaver creek,30683 olive branch rd,sedalia,mo,65301,38.77593865,-93.115122441,chicken,141000,1128,shaver creek
shawn randolph farms,2910 county highway 12,hackleburg,al,35564,34.24326,-87.7725,chicken,NA,NA,shawn randolph farms
sheraz chaudhry/noor farm,6950 reliance rd,fedralsburg,md,21632,38.6804404,-75.7612302,chicken,179200,NA,sheraz chaudhrynoor farm
"shirley farms, inc",5152 county road 57,northport,al,35466,33.372222,-87.918333,chicken,NA,NA,shirley farms inc
shoaib & zuhaib farms llc,6750 eldorado rd,federalsburg,md,21632,38.6649657,-75.7655765,chicken,200000,NA,shoaib  zuhaib farms llc
simmons # 29,10700 s state hwy 43,south west city,mo,64863,36.567914007,-94.580704937,chicken,220000,1760,simmons  29
simmons #21,10700 s state hwy 43,south west city,mo,64863,36.534608543,-94.604891204,chicken,220000,1760,simmons 21
simmons #22,11200 s state hwy 43,south west city,mo,64863,36.536021457,-94.600340773,chicken,220000,1760,simmons 22
simmons #24,10700 s state hwy 43,south west city,mo,64863,36.549359914,-94.599197149,chicken,220000,1760,simmons 24
simmons #25,17851 w state hwy 90,south west city,mo,64863,36.534523172,-94.567917092,chicken,487333,3899,simmons 25
simmons #30,10700 s state hwy 43,south west city,mo,64863,36.554283914,-94.603063469,chicken,220000,1760,simmons 30
simmons #32,10700 s state hwy 43,south west city,mo,64863,36.601555796,-94.610223722,chicken,220000,1760,simmons 32
simmons #33,10700 s state hwy 43,south west city,mo,64863,36.601413703,-94.599365599,chicken,220000,1760,simmons 33
simmons #34,10700 s state hwy 43,south west city,mo,64863,36.571964818,-94.588588263,chicken,220000,1760,simmons 34
simmons foods,10700 s state highway 43,south west city,mo,NA,36.54243,-94.59802,chicken,NA,NA,simmons foods
simmons foods #23,10700 s state hwy 43,south west city,mo,64863,36.541662226,-94.594446756,chicken,220000,1760,simmons foods 23
simpkins farm,1833 youngs mill rd,lineville,al,36266,33.332193,-85.710277,chicken,NA,NA,simpkins farm
simpson's eggs inc,5015 nc-218,monroe,nc,28110,35.127575,-80.419556,chicken,1200000,NA,simpsons eggs inc
sims boys,60 good hope road,lineville,al,36266,33.34336,-85.79908,chicken,NA,NA,sims boys
singleton poultry,486 ballplay road,gadsden,al,36272,34.05211,-85.80546,chicken,NA,NA,singleton poultry
skidmore farms,1725 pleasant valley,union grove,al,35175,34.39817,-86.54535,chicken,NA,NA,skidmore farms
skinner farms,county road 432,pisgah,al,35765,34.695278,-85.856111,chicken,NA,NA,skinner farms
skinner lane farm,841 skinner lane,hodges,al,35571,34.298889,-87.951389,chicken,NA,NA,skinner lane farm
skylight farm,30181 greenbrier drive,pierce city,mo,65723,36.942219886,-94.0953352,chicken,188000,1504,skylight farm
"skyline poultry farms, llc",17571 lawrence 2045,miller,mo,65707,37.208958955,-93.736803134,chicken,140704,1126,skyline poultry farms llc
slap happy farm,2697 susan moore road,anniston,al,35031,34.085278,-86.452222,chicken,NA,NA,slap happy farm
smith farm,508 hwy 9,delta,al,36258,33.45691,-85.69828,chicken,NA,NA,smith farm
smith farms,311 county road 33,fyffe,al,35971,34.436594,-85.919511,chicken,NA,NA,smith farms
smith farms,115 tidwell road,altoona,al,35952,34.0582,-86.39349,chicken,NA,NA,smith farms
smithville view farm llc,6158 todd rd,federalsburg,md,21632,38.7775248,-75.7523044,chicken,137000,NA,smithville view farm llc
snellgrove farms,county road 143,ozark,al,36360,31.472936,-85.666892,chicken,NA,NA,snellgrove farms
so myong ja (new construction),9092 old dagsboro rd,delmar,md,21875,38.4419406827023,-75.5035634704774,chicken,273000,NA,so myong ja new construction
sobia chaudhry/zahra farm,24715 richardson rd,federalsburg,md,21632,38.7466185,-75.8469678,chicken,90000,NA,sobia chaudhryzahra farm
solar hills farm,4822 county road 9,geraldine,al,35974,34.35299,-86.03977,chicken,NA,NA,solar hills farm
southern kross farm,912 graben road,lineville,al,36266,33.34265,-85.69169,chicken,NA,NA,southern kross farm
southern pride farms,439 south tyler,new brockton,al,36351,31.365556,-85.938889,chicken,NA,NA,southern pride farms
southern pride poultry,786 cr 31,louisville,al,36016,31.786877,-85.554942,chicken,NA,NA,southern pride poultry
southern pride poultry farm,329 cody kennedy road,louisville,al,36048,31.824699,-85.619583,chicken,NA,NA,southern pride poultry farm
southern w farm,1140 buck vaughan road,chancellor,al,36316,31.136392,-85.849028,chicken,NA,NA,southern w farm
southernwood poultry,450 county road 141,gaylesville,al,35973,34.342439,-85.563679,chicken,NA,NA,southernwood poultry
"sp aker-haslag poultry, llc",16364 upton road,windsor,mo,65360,38.565464323,-93.388399818,chicken,138000,1104,sp akerhaslag poultry llc
spann farms,20142 goldville road,alexander city,al,36256,33.06666,-85.77034,chicken,NA,NA,spann farms
sparks farm,475 east mill rd,lineville,al,36266,33.35787,-85.70915,chicken,NA,NA,sparks farm
spring creek farms,6512 highway 56,russellville,al,35654,34.554521,-87.623173,chicken,NA,NA,spring creek farms
spring hope poultry inc 2,4051 n nc hwy 581,spring hope,nc,27882,36.0044,-78.1236,chicken,140000,NA,spring hope poultry inc 2
st. clair farms,3022 county road 75,leesburg,al,35959,34.283056,-85.627222,chicken,NA,NA,st clair farms
starling poultry farm,2255 county road 57,shorterville,al,36373,31.529538,-85.181831,chicken,NA,NA,starling poultry farm
"starr farms, llc",2985 county road 239,centre,al,35960,34.156208,-85.540025,chicken,NA,NA,starr farms llc
stauffer farm,113841 highway z,versailles,mo,65084,38.517751836,-92.867487216,chicken,156000,1248,stauffer farm
stephen earl foster/white tail grove,6329 statum rd,preston,md,21655,38.7810652,-75.8567875,chicken,60000,NA,stephen earl fosterwhite tail grove
steve stroud farms,373 county road 2218,goshen,al,36035,31.742222,-86.130833,chicken,NA,NA,steve stroud farms
steven brad webster/oak hill farm,8542 riggin rd,mardela springs,md,21837,38.4317389,-75.7464826,chicken,112000,NA,steven brad websteroak hill farm
steven kilcrease poultry farm,4 on county road 109 and 4 on county road 105,brundidge,al,NA,31.575833,-85.825,chicken,NA,NA,steven kilcrease poultry farm
steven r hershey farm,2024 donegal springs road,mount joy,pa,NA,40.09775,-76.57215,chicken,NA,NA,steven r hershey farm
steven r. hostetler/almosta farm,1905 sudlersville rd,sudlersville,md,21668,39.1668363,-75.9337825,chicken,40200,NA,steven r hostetleralmosta farm
steven shades farm,178 bynum road,altoona,al,35952,33.96515,-86.33583,chicken,NA,NA,steven shades farm
steven skaggs farms,1307 county road 560,fort payne,al,35968,34.4547,-85.80562,chicken,NA,NA,steven skaggs farms
stewart cohee/ben's turn,4518 gadow rd,preston,md,21655,38.7320257,-75.8756403,chicken,40000,NA,stewart coheebens turn
sticklin farms,county road 750,hanceville,al,35055,34.066861,-86.791251,chicken,NA,NA,sticklin farms
stone chimney hollow farm,3449 delta rd,airville,pa,NA,39.83288,-76.40862,chicken,NA,NA,stone chimney hollow farm
straight row farms,9139 highway 189,elba,al,NA,31.336843,-86.131415,chicken,NA,NA,straight row farms
striblin farms,833 co rd 673,roanoke,al,NA,33.297222,-85.388889,chicken,NA,NA,striblin farms
strickland poultry farm,2.5 miles e from blue springs on hwy 10,clio,al,NA,31.685,-85.546389,chicken,NA,NA,strickland poultry farm
stuart l. margrey/lyn lark farm,10614 garland rd,denton,md,21624,38.8988041,-75.8000722,chicken,78000,NA,stuart l margreylyn lark farm
stults farm,460 lindsey cemetery road,hackleburg,al,35564,34.3044,-87.868665,chicken,NA,NA,stults farm
stutzman poultry-graber-cafo,20202 walt road,white pigeon,mi,NA,41.76233,-85.57295,chicken,NA,NA,stutzman poultrygrabercafo
successful farm inc,5450 onley rd,girdletree,md,21829,38.093338,-75.4131593,chicken,144800,NA,successful farm inc
sugar creek farms llc,977 co rd 32,gadsden,al,NA,34.032863,-85.883032,chicken,NA,NA,sugar creek farms llc
"sullivan c&c farms, llc , sullivan c&c farms ii, llc",357 blooming grove road,jasper,al,35504,33.95948,-87.18192,chicken,NA,NA,sullivan cc farms llc  sullivan cc farms ii llc
sumerset farm,7758 farm road 2090,purdy,mo,65734,36.739202031,-93.976240192,chicken,200200,1602,sumerset farm
summerlin farms,610 summerlin circle,delta,al,36258,33.4384,-85.64676,chicken,NA,NA,summerlin farms
sun kyung yu/eden hill farm,30583 polks road,princess anne,md,21853,38.2558652,-75.6908484,chicken,125600,NA,sun kyung yueden hill farm
sun sang kim/sun's chicken farm,31151 carioca rd,delmar,md,21875,38.4235829,-75.5312286,chicken,52000,NA,sun sang kimsuns chicken farm
"sundowner farms, llc",6688 hwy 431n,eufaula,al,36072,32.068056,-85.144167,chicken,NA,NA,sundowner farms llc
sung park/bethel farm,4013 st luke rd,salisbury,md,21804,38.3035325,-75.6006952,chicken,75000,NA,sung parkbethel farm
sunny beaches farm,barker mill road,samson,al,NA,31.023333,-86.102778,chicken,NA,NA,sunny beaches farm
sunny valley farms,15036 farm road 1040,exeter,mo,65647,36.717641918,-94.00516424,chicken,214000,1712,sunny valley farms
sunny valley farms,15036 farm road 1040,exeter,mo,NA,36.716701,-94.004519,chicken,NA,NA,sunny valley farms
sunny yolk egg ranch llc,11762 s 134th rd,adams,ne,NA,40.403885,-96.539564,chicken,NA,NA,sunny yolk egg ranch llc
sunnyside poultry farms,695 bachmans valley rd,westminster,md,21157,39.649813470023,-76.9701385520567,chicken,398980,NA,sunnyside poultry farms
sunrise acres llc-byron-cafo,2929 byron rd.,hudsonville,mi,49426,42.81301,-85.85432,chicken,16317,NA,sunrise acres llcbyroncafo
"sunrise farm, circle w poultry, ward farm, betty ward",1249 county road 450,elba,al,36323,31.27963,-86.06579,chicken,NA,NA,sunrise farm circle w poultry ward farm betty ward
sunset farms,1328 forrest home road,boaz,al,35957,34.177334,-86.232724,chicken,NA,NA,sunset farms
susan arnold/blackwater farms,9502 spring hill lane,salisbury,md,21801,38.4551677,-75.6732165,chicken,62500,NA,susan arnoldblackwater farms
t & s farms,1872 county highway 12,oneonta,al,35121,33.899831,-86.37566,chicken,NA,NA,t  s farms
t & w farms,county road 121,fort payne,al,35986,34.54,-85.711944,chicken,NA,NA,t  w farms
t d pitts farm,6651 county road 1545 cullman al,cullman,al,35058,34.279054,-86.737369,chicken,NA,NA,t d pitts farm
t roberts farm,between state rd. 71 and county rd. 127,higdon,al,NA,34.7275,-85.737222,chicken,NA,NA,t roberts farm
t&g farms,1311 thompson falls road,arab,al,35976,34.305741,-86.424389,chicken,NA,NA,tg farms
t&m farms,county road 120,crossville,al,35963,34.316111,-85.943056,chicken,NA,NA,tm farms
t. harry wheedleton,6012 newhart mill rd,galestown,md,21659,38.57347,-75.80908,chicken,88000,NA,t harry wheedleton
ta - ka farms,highway 87 n of samson,samson,al,36477,31.133889,-86.04091,chicken,NA,NA,ta  ka farms
tabor farm,county road 23,crossville,al,35962,34.351944,-86.060278,chicken,NA,NA,tabor farm
tae h. kim/m & j farm,4723 stockton rd,pocomoke city,md,21851,38.070958,-75.4552438,chicken,75000,NA,tae h kimm  j farm
tai tan/tan farm,31944 west post office rd,princess anne,md,21853,38.2181472,-75.6441643,chicken,230000,NA,tai tantan farm
talbot farm services,pike county road 400 (dirt road),brundidge,al,NA,31.649722,-85.893333,chicken,NA,NA,talbot farm services
taldon garrison,816 county road 28,mount hope,al,35651-9702,34.423259,-87.443777,chicken,NA,NA,taldon garrison
"talladega, four h farms",1101 pope street,oneonta,al,35160,33.472222,-86.084444,chicken,NA,NA,talladega four h farms
tallawassee meadows livestock,2432 meadows drive,lowndesboro,al,36752,32.302159,-86.557321,chicken,NA,NA,tallawassee meadows livestock
tam pham and phuong vo (new construction),35560 tingle road,willards,md,21874,38.4462378045267,-75.3772987839479,chicken,232000,NA,tam pham and phuong vo new construction
tam pham/living hope farm,9209 new hope rd,willards,md,21874,38.4445716,-75.3837712,chicken,210000,NA,tam phamliving hope farm
tara adams/russ cain farms,1861 county road 93,haleyville,al,35565,34.282444,-87.546422,chicken,NA,NA,tara adamsruss cain farms
tate brown farm,4245 state hwy b,purdy,mo,65734,36.814911815,-93.991691719,chicken,248000,1984,tate brown farm
"taylor,burgess & burgess llc",160 cherry blossom farm lane,church hill,md,21623,39.0966365,-75.915259699999993,chicken,250000,NA,taylorburgess  burgess llc
tecumseh poultry llc (dba mba poultry),333 south 3rd street,tecumseh,ne,NA,40.36469,-96.19575,chicken,NA,NA,tecumseh poultry llc dba mba poultry
teichmiller farm,402 county road 737,cullman,al,35055,34.16617,-86.75175,chicken,NA,NA,teichmiller farm
terrell gray farm,w. co. rd. 16,geneva,al,36340,31.06,-85.971389,chicken,NA,NA,terrell gray farm
terri legrowe spencer poultry farm,14965 upper columbus road,echola,al,35458,33.34079,-87.78725,chicken,NA,NA,terri legrowe spencer poultry farm
terry windham,2671 south co. rd. 67,midland city,al,36350,31.433611,-85.4625,chicken,NA,NA,terry windham
terry wootten,3342 county road 141,ider,al,35981,34.75097,-85.63719,chicken,NA,NA,terry wootten
thanh tran/choptank & little annemessex,29418 hudson corner,marion,md,21838,38.0403584069986,-75.7363301188072,chicken,336000,NA,thanh tranchoptank  little annemessex
the benefield farm,5403 county road 65,muscadine,al,36262,33.791944,-85.446944,chicken,NA,NA,the benefield farm
the big easy poultry farm,3185 kelly creek road,odenville,al,35120,33.60137,-86.44133,chicken,NA,NA,the big easy poultry farm
the farm,19873 highway ff,stover,mo,65078,38.406112728,-93.027316086,chicken,156000,1248,the farm
thistle creek farm,10696 jonestown rd,annville,pa,NA,40.40223,-76.54532,chicken,NA,NA,thistle creek farm
thoan pham/peter & terry farm,2501 lambertson rd,pocomoke city,md,21851,38.0819465,-75.4983941,chicken,219700,NA,thoan phampeter  terry farm
thomas a. barnett,2960 wright rd,federalsburg,md,21632,38.68664,-75.745953600000007,chicken,76600,NA,thomas a barnett
thomas allen davis jr / little brudder farm,2519 payne rd,pocomoke city,md,21851,38.0188369,-75.523595,chicken,252000,NA,thomas allen davis jr  little brudder farm
thomas brown & emily brown farms,433 county road 386,albertville,al,35951,34.22378,-86.098008,chicken,NA,NA,thomas brown  emily brown farms
thomas digregorio/camlau farms,4356 steele neck rd,vienna,md,21869,38.4698387045899,-75.885298291293,chicken,53300,NA,thomas digregoriocamlau farms
thomas farms,75 county road 107,brundidge,al,36010,31.61042,-85.87912,chicken,NA,NA,thomas farms
thomas farms,3miles north of goshen on right side of hwy 2201,goshen,al,NA,31.775278,-86.127222,chicken,NA,NA,thomas farms
thomas howard truitt,7644 downs rd,newark,md,21841,38.2711665,-75.2502937,chicken,39000,NA,thomas howard truitt
thomas robert leager jr./t & l leager,830 dell foxx rd,sudlersville,md,21668,39.157842,-75.9009496,chicken,172000,NA,thomas robert leager jrt  l leager
"thomas t. austin, jr./serenity farm",115 wright neck rd,queen anne,md,21617,39.04236,-76.06165,chicken,105400,NA,thomas t austin jrserenity farm
three nails farm,3653 mckay road,delta,al,36258,33.423385,-85.697873,chicken,NA,NA,three nails farm
"tick fork poultry, inc.",county road 7,newville,al,36353,31.457222,-85.394722,chicken,NA,NA,tick fork poultry inc
tidmore farms,1782 huclkeberry lane ne,arab,al,35016,34.348889,-86.484444,chicken,NA,NA,tidmore farms
tim brown farm,1945 highway 159,gordo,al,35466,33.33939,-87.8999,chicken,NA,NA,tim brown farm
tim canada farm,2845 county road 95,gaylesville,al,35973,34.423958,-85.528061,chicken,NA,NA,tim canada farm
tim nguyen farm,32158 downing rd,delmar,md,21875,38.4282604,-75.4974446,chicken,85000,NA,tim nguyen farm
tim sanders,tim sanders farm 1032 cr107,brundidge,al,NA,31.722477,-85.816239,chicken,NA,NA,tim sanders
timber ridge farm,687 county road 515,woodland,al,36280,33.31772,-85.32498,chicken,NA,NA,timber ridge farm
timothy m. wright/muddybottom farm,9577 old railroad rd,mardela springs,md,21837,38.4553625,-75.6937804,chicken,67200,NA,timothy m wrightmuddybottom farm
tina davis poultry farm,1693 hwy 57,hackleburg,al,NA,34.339782,-87.850477,chicken,NA,NA,tina davis poultry farm
"tina l. johnson/little chicks, llc (expansion)",312 thisitville circle,centreville,md,21617,38.97634,-76.034349,chicken,276000,NA,tina l johnsonlittle chicks llc expansion
tioga way,374 county road 5514,troy,al,36081,31.79136,-85.84868,chicken,NA,NA,tioga way
tlc farm,151 city road 63,coffee springs,al,36318,31.1575,-85.944722,chicken,NA,NA,tlc farm
toby hanson poultry farm,372 cowpens road,new site,al,36256,33.045004,-85.774568,chicken,NA,NA,toby hanson poultry farm
todd chestnut farm,910 bridgewater road,newville,pa,NA,40.183839999999996,-77.51525,chicken,NA,NA,todd chestnut farm
todd grant farm,cr 324,jack,al,36346,31.553178,-85.998812,chicken,NA,NA,todd grant farm
todd sconyers farm,sconyers loop,clio,al,36017,31.70404,-85.57133,chicken,NA,NA,todd sconyers farm
tom duong/duong farm,8722 new hope rd,willards,md,21874,38.4297092,-75.367431,chicken,288800,NA,tom duongduong farm
tom parker,tom parker farm 2195 hwy34,phil campbell,al,NA,34.397175,-87.607299,chicken,NA,NA,tom parker
tomlinson farms,3430 county road 356,groveoak,al,35975,34.41818,-86.06827,chicken,NA,NA,tomlinson farms
tommy orr farms,county road 3,reform,al,35466,33.449722,-87.966944,chicken,NA,NA,tommy orr farms
tommy thompson,432 sunset drive,forest home,al,36033,31.85814,-86.83381,chicken,NA,NA,tommy thompson
tommy whittle farm,6814 pineapple highway,greenville,al,36037,31.82566,-86.73335,chicken,NA,NA,tommy whittle farm
tony butts farm #1,co rd 43,fyffe,al,35971,34.455,-85.976389,chicken,NA,NA,tony butts farm 1
tony butts farm #2 (ek farm),co rd 497,fyffe,al,35971,34.440278,-85.95,chicken,NA,NA,tony butts farm 2 ek farm
tony love farm,4326 county road 39,mount hope,al,35651,34.508341,-87.482715,chicken,NA,NA,tony love farm
tony pham/tiffany and nancy farms (expansion),6323 friendship rd,pittsville,md,21850,38.3636508,-75.3741875,chicken,255000,NA,tony phamtiffany and nancy farms expansion
tony wood farms,8329 ivy creek road,brantley,al,36009,31.65004,-86.43267,chicken,NA,NA,tony wood farms
"topton farms, llc/ben nguyen/grand farm (new construction)",12875 backbone road,princess anne,md,21853,38.2320032,-75.6463563,chicken,320000,NA,topton farms llcben nguyengrand farm new construction
tou her,26175 redbud road,stella,mo,64867,36.77991011,-94.178389443,chicken,187000,1496,tou her
tou yongma farm,16402 east state hwy 76,rocky comfort,mo,64861,36.717663975,-94.199395221,chicken,176000,1408,tou yongma farm
toua and chao yang,12620 state hwy 86,rocky comfort,mo,64861,36.754887324,-94.058420102,chicken,126000,1008,toua and chao yang
tracy & janet jones farm,cr 44,banks,al,36005,31.87,-85.716389,chicken,NA,NA,tracy  janet jones farm
trammell ranch,26293 osage drive,stark city,mo,64866,36.830025009,-94.171476707,chicken,180000,1440,trammell ranch
trelle e. sterling/sterling hills folly farm,27440 holland crossing rd,marion,md,21838,38.0242927585725,-75.8042272920615,chicken,128000,NA,trelle e sterlingsterling hills folly farm
trina north garvey/tycon farm,3579 poplar neck rd,preston,md,21655,38.7037992,-75.9513407,chicken,71400,NA,trina north garveytycon farm
trinity hill farms,intersection of highway 131 and cr 33,louisville,al,NA,31.702778,-85.526667,chicken,NA,NA,trinity hill farms
triple g farm,off county road 43,muscadine,al,36269,33.660556,-85.360278,chicken,NA,NA,triple g farm
triple h farm,195 co rd 122,piedmont,al,NA,34.006667,-85.528056,chicken,NA,NA,triple h farm
triple h farms,2782 quail tower road,luverne,al,36049,31.76843,-86.31515,chicken,NA,NA,triple h farms
triple j farm,2637 county road 17,roanoke,al,36274,33.196645,-85.271015,chicken,NA,NA,triple j farm
"triple o farms, llc",275 gilbert drive,lowndesboro,al,36752,32.300848,-86.606731,chicken,NA,NA,triple o farms llc
triple p ranch and equipment llc,22211 five bridges ave,cole camp,mo,65325,38.354935955,-93.215250462,chicken,480000,3840,triple p ranch and equipment llc
triple r farm,1100 county road 42,moundville,al,35474,32.911121,-87.661822,chicken,NA,NA,triple r farm
triple r ranch,hc 32 box 63e,upper tract,wv,NA,38.838939,-79.176144,chicken,NA,NA,triple r ranch
triple s & chic farm,3139 s. county rd 67,midland city,al,36350,31.43136,-85.46414,chicken,NA,NA,triple s  chic farm
triple s farms,4359 county road 61,midland city,al,36350,31.399169,-85.498666,chicken,NA,NA,triple s farms
triple t poultry,6039 hwy 105,skipperville,al,36374,31.56273,-85.53487,chicken,NA,NA,triple t poultry
triple t. farms,4640 boll weevil circle,enterprise,al,36330,31.29525,-85.87296,chicken,NA,NA,triple t farms
trotman farms,county road 739,ider,al,NA,34.725,-85.600833,chicken,NA,NA,trotman farms
trotman farms & son,1660 county road 108,owens cross roads,al,35986,34.593282,-86.452371,chicken,NA,NA,trotman farms  son
"troy tribbett/tuckahoe river farm poultry, llc",8636 tuckahoe rd,denton,md,21629,38.8452933551176,-75.9018711397222,chicken,348920,NA,troy tribbetttuckahoe river farm poultry llc
ts & sons,715 county road 564,midland city,al,36350,31.394317,-85.48923,chicken,NA,NA,ts  sons
"tuckahoe river farm poultry, llc",8636 tuckahoe rd,denton,md,21629,38.8452933551176,-75.9018711397222,chicken,234000,NA,tuckahoe river farm poultry llc
turner farms,3031 county road 41,skipperville,al,36374,31.61558,-85.49775,chicken,NA,NA,turner farms
turner farms,capps rd,hartford,al,36344,31.11223,-85.80292,chicken,NA,NA,turner farms
